"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  Data presented from public health laboratories include the weekly total number of specimens tested, the number of positive influenza tests, and the number by influenza virus type, subtype, and influenza B lineage."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v
HHS Regions,Region 3,2016,29,16,0,0,0,0,0,0,0
HHS Regions,Region 4,2016,29,35,1,0,0,2,0,0,0
HHS Regions,Region 5,2016,29,56,1,0,0,0,0,0,0
HHS Regions,Region 6,2016,29,32,0,1,0,0,0,0,0
HHS Regions,Region 7,2016,29,6,0,1,0,0,0,0,0
HHS Regions,Region 8,2016,29,5,0,0,0,0,0,0,0
HHS Regions,Region 9,2016,29,66,0,6,1,0,0,4,0
HHS Regions,Region 10,2016,29,50,0,0,0,1,0,0,0
HHS Regions,Region 1,2016,30,2,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,30,48,0,24,0,0,1,8,0
HHS Regions,Region 3,2016,30,17,0,0,0,0,0,0,0
HHS Regions,Region 4,2016,30,40,1,0,0,1,0,0,0
HHS Regions,Region 5,2016,30,62,1,2,0,0,1,1,1
HHS Regions,Region 6,2016,30,16,0,0,0,0,0,0,0
HHS Regions,Region 7,2016,30,3,0,0,0,0,0,0,0
HHS Regions,Region 8,2016,30,2,0,0,0,0,0,0,0
HHS Regions,Region 9,2016,30,77,0,10,0,0,0,1,0
HHS Regions,Region 10,2016,30,31,0,2,0,1,0,0,0
HHS Regions,Region 1,2016,31,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,31,71,0,35,2,0,1,3,0
HHS Regions,Region 3,2016,31,22,0,0,0,0,0,0,0
HHS Regions,Region 4,2016,31,39,0,0,0,0,0,0,0
HHS Regions,Region 5,2016,31,72,0,2,0,0,0,0,3
HHS Regions,Region 6,2016,31,23,0,0,0,0,0,0,0
HHS Regions,Region 7,2016,31,6,0,1,0,0,0,0,0
HHS Regions,Region 8,2016,31,2,0,1,0,0,0,0,0
HHS Regions,Region 9,2016,31,88,1,6,0,0,0,1,0
HHS Regions,Region 10,2016,31,28,0,0,0,0,0,0,0
HHS Regions,Region 1,2016,32,2,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,32,35,0,7,0,0,0,6,0
HHS Regions,Region 3,2016,32,19,0,0,0,0,0,1,0
HHS Regions,Region 4,2016,32,32,2,2,0,0,0,0,0
HHS Regions,Region 5,2016,32,91,0,5,0,0,0,0,10
HHS Regions,Region 6,2016,32,23,0,1,0,0,0,0,0
HHS Regions,Region 7,2016,32,1,0,1,0,0,0,0,0
HHS Regions,Region 8,2016,32,10,2,1,0,0,1,1,0
HHS Regions,Region 9,2016,32,93,2,8,0,1,2,4,0
HHS Regions,Region 10,2016,32,45,0,3,0,0,0,0,0
HHS Regions,Region 1,2016,33,3,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,33,45,0,4,0,0,0,3,0
HHS Regions,Region 3,2016,33,18,0,1,0,0,0,0,0
HHS Regions,Region 4,2016,33,37,1,1,0,1,0,0,0
HHS Regions,Region 5,2016,33,91,0,12,0,0,0,0,4
HHS Regions,Region 6,2016,33,28,0,0,0,1,0,0,0
HHS Regions,Region 7,2016,33,6,0,1,0,0,0,0,0
HHS Regions,Region 8,2016,33,3,0,1,0,0,0,0,0
HHS Regions,Region 9,2016,33,82,0,6,0,1,0,4,0
HHS Regions,Region 10,2016,33,63,0,3,0,0,1,0,0
HHS Regions,Region 1,2016,34,1,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,34,26,0,6,0,0,1,6,0
HHS Regions,Region 3,2016,34,21,0,0,0,0,0,0,0
HHS Regions,Region 4,2016,34,60,2,8,0,2,0,0,0
HHS Regions,Region 5,2016,34,65,0,4,0,0,1,0,0
HHS Regions,Region 6,2016,34,32,0,2,0,0,0,0,0
HHS Regions,Region 7,2016,34,6,0,0,0,0,0,0,0
HHS Regions,Region 8,2016,34,4,0,1,0,0,0,0,0
HHS Regions,Region 9,2016,34,85,2,6,0,0,0,0,0
HHS Regions,Region 10,2016,34,64,1,1,0,0,0,0,0
HHS Regions,Region 1,2016,35,12,1,2,0,0,0,0,0
HHS Regions,Region 2,2016,35,26,0,3,0,0,2,1,0
HHS Regions,Region 3,2016,35,27,0,1,0,0,0,0,0
HHS Regions,Region 4,2016,35,74,4,2,0,5,0,0,0
HHS Regions,Region 5,2016,35,62,0,4,0,0,1,0,0
HHS Regions,Region 6,2016,35,29,0,6,0,0,1,0,0
HHS Regions,Region 7,2016,35,6,0,2,0,0,0,0,0
HHS Regions,Region 8,2016,35,10,0,1,0,0,0,0,0
HHS Regions,Region 9,2016,35,93,2,7,0,0,0,1,0
HHS Regions,Region 10,2016,35,69,0,5,0,0,0,0,0
HHS Regions,Region 1,2016,36,9,0,4,0,0,0,0,0
HHS Regions,Region 2,2016,36,22,0,1,0,0,0,1,0
HHS Regions,Region 3,2016,36,27,0,3,0,0,0,0,0
HHS Regions,Region 4,2016,36,53,1,5,0,6,1,0,0
HHS Regions,Region 5,2016,36,74,1,4,0,0,0,0,0
HHS Regions,Region 6,2016,36,27,0,6,0,0,0,0,0
HHS Regions,Region 7,2016,36,9,0,2,0,0,0,0,0
HHS Regions,Region 8,2016,36,4,0,2,0,0,0,0,0
HHS Regions,Region 9,2016,36,97,1,6,0,0,0,2,0
HHS Regions,Region 10,2016,36,78,0,12,0,0,0,0,0
HHS Regions,Region 1,2016,37,21,0,12,0,0,0,0,0
HHS Regions,Region 2,2016,37,25,0,6,0,0,0,3,0
HHS Regions,Region 3,2016,37,40,0,3,0,0,0,0,0
HHS Regions,Region 4,2016,37,92,2,4,1,10,0,0,0
HHS Regions,Region 5,2016,37,105,1,5,0,0,0,0,0
HHS Regions,Region 6,2016,37,41,0,3,0,0,0,0,0
HHS Regions,Region 7,2016,37,11,0,0,0,0,0,0,0
HHS Regions,Region 8,2016,37,11,0,2,0,0,1,0,0
HHS Regions,Region 9,2016,37,118,3,7,1,0,2,3,0
HHS Regions,Region 10,2016,37,89,2,13,0,0,1,0,0
HHS Regions,Region 1,2016,38,15,0,5,0,0,0,0,0
HHS Regions,Region 2,2016,38,39,0,10,0,1,2,2,0
HHS Regions,Region 3,2016,38,51,0,1,0,0,0,0,0
HHS Regions,Region 4,2016,38,71,2,16,0,6,0,0,0
HHS Regions,Region 5,2016,38,133,2,5,0,0,0,0,0
HHS Regions,Region 6,2016,38,37,0,2,0,0,0,0,0
HHS Regions,Region 7,2016,38,12,0,1,0,0,1,0,0
HHS Regions,Region 8,2016,38,12,0,1,0,0,0,0,0
HHS Regions,Region 9,2016,38,161,2,17,0,0,0,3,0
HHS Regions,Region 10,2016,38,91,0,19,0,1,0,0,0
HHS Regions,Region 1,2016,39,18,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,39,36,0,4,0,1,7,0,0
HHS Regions,Region 3,2016,39,82,1,2,0,0,0,0,0
HHS Regions,Region 4,2016,39,74,1,11,0,3,0,0,0
HHS Regions,Region 5,2016,39,142,0,5,1,0,1,0,0
HHS Regions,Region 6,2016,39,52,0,0,0,0,0,0,0
HHS Regions,Region 7,2016,39,18,0,3,0,0,2,0,0
HHS Regions,Region 8,2016,39,20,0,2,0,0,0,0,0
HHS Regions,Region 9,2016,39,114,2,13,0,0,1,0,0
HHS Regions,Region 10,2016,39,140,1,33,0,1,0,0,0
HHS Regions,Region 1,2016,40,31,0,6,0,0,0,0,0
HHS Regions,Region 2,2016,40,31,0,6,0,0,2,0,0
HHS Regions,Region 3,2016,40,113,2,2,0,0,0,0,0
HHS Regions,Region 4,2016,40,112,1,11,0,1,2,0,0
HHS Regions,Region 5,2016,40,205,0,7,0,0,0,1,0
HHS Regions,Region 6,2016,40,38,1,0,0,0,0,0,0
HHS Regions,Region 7,2016,40,24,0,2,0,0,1,0,0
HHS Regions,Region 8,2016,40,46,2,8,0,0,0,0,0
HHS Regions,Region 9,2016,40,186,3,27,0,0,0,3,0
HHS Regions,Region 10,2016,40,114,0,17,0,0,0,0,0
HHS Regions,Region 1,2016,41,14,0,2,0,0,0,0,0
HHS Regions,Region 2,2016,41,50,0,7,0,1,5,2,0
HHS Regions,Region 3,2016,41,126,0,1,0,0,0,0,0
HHS Regions,Region 4,2016,41,132,0,10,0,1,0,1,0
HHS Regions,Region 5,2016,41,203,0,7,0,0,0,0,0
HHS Regions,Region 6,2016,41,38,0,0,0,0,0,0,0
HHS Regions,Region 7,2016,41,23,0,1,0,0,0,0,0
HHS Regions,Region 8,2016,41,51,6,6,0,0,0,0,0
HHS Regions,Region 9,2016,41,193,4,26,0,0,1,3,0
HHS Regions,Region 10,2016,41,137,0,20,0,1,0,0,0
HHS Regions,Region 1,2016,42,25,0,3,0,0,0,0,0
HHS Regions,Region 2,2016,42,62,0,17,0,1,1,2,0
HHS Regions,Region 3,2016,42,157,0,2,0,0,0,0,0
HHS Regions,Region 4,2016,42,160,1,8,2,0,0,1,0
HHS Regions,Region 5,2016,42,217,0,15,0,0,2,1,0
HHS Regions,Region 6,2016,42,75,1,4,0,0,2,3,0
HHS Regions,Region 7,2016,42,27,0,1,0,0,0,0,0
HHS Regions,Region 8,2016,42,60,3,7,0,0,0,0,0
HHS Regions,Region 9,2016,42,219,7,44,0,0,2,2,0
HHS Regions,Region 10,2016,42,130,0,25,0,0,1,0,0
HHS Regions,Region 1,2016,43,30,0,5,0,0,0,0,0
HHS Regions,Region 2,2016,43,58,0,23,0,0,1,0,0
HHS Regions,Region 3,2016,43,176,1,8,0,0,0,0,0
HHS Regions,Region 4,2016,43,158,0,8,0,5,0,0,0
HHS Regions,Region 5,2016,43,233,1,8,0,0,1,0,0
HHS Regions,Region 6,2016,43,80,1,3,0,0,0,2,0
HHS Regions,Region 7,2016,43,26,0,2,0,0,0,0,0
HHS Regions,Region 8,2016,43,65,9,14,0,0,0,0,0
HHS Regions,Region 9,2016,43,219,0,33,1,0,0,1,0
HHS Regions,Region 10,2016,43,120,1,23,0,1,1,0,0
HHS Regions,Region 1,2016,44,34,0,8,0,0,1,0,0
HHS Regions,Region 2,2016,44,68,0,9,0,0,5,0,0
HHS Regions,Region 3,2016,44,193,1,5,0,0,0,1,0
HHS Regions,Region 4,2016,44,186,0,6,0,3,1,0,0
HHS Regions,Region 5,2016,44,247,1,11,0,0,1,0,0
HHS Regions,Region 6,2016,44,93,2,2,0,0,1,1,0
HHS Regions,Region 7,2016,44,26,0,1,1,0,1,0,0
HHS Regions,Region 8,2016,44,70,3,11,1,0,0,0,0
HHS Regions,Region 9,2016,44,249,5,33,0,0,0,5,0
HHS Regions,Region 10,2016,44,131,0,32,1,0,0,0,0
HHS Regions,Region 1,2016,45,23,0,1,0,0,0,0,0
HHS Regions,Region 2,2016,45,58,0,13,0,1,0,0,0
HHS Regions,Region 3,2016,45,190,1,9,0,1,1,0,0
HHS Regions,Region 4,2016,45,228,1,5,0,4,0,0,0
HHS Regions,Region 5,2016,45,231,0,8,0,0,1,0,0
HHS Regions,Region 6,2016,45,82,1,2,0,0,2,0,0
HHS Regions,Region 7,2016,45,20,0,0,0,0,0,0,0
HHS Regions,Region 8,2016,45,47,1,14,0,0,0,0,0
HHS Regions,Region 9,2016,45,238,1,60,0,0,1,1,0
HHS Regions,Region 10,2016,45,154,0,39,1,0,0,0,0
HHS Regions,Region 1,2016,46,37,0,8,0,0,0,0,0
HHS Regions,Region 2,2016,46,53,0,13,0,6,0,0,0
HHS Regions,Region 3,2016,46,185,1,10,1,1,0,0,0
HHS Regions,Region 4,2016,46,226,1,11,0,6,0,0,0
HHS Regions,Region 5,2016,46,252,0,26,0,0,1,1,0
HHS Regions,Region 6,2016,46,109,3,4,0,0,0,0,0
HHS Regions,Region 7,2016,46,26,0,4,0,0,0,0,0
HHS Regions,Region 8,2016,46,59,3,11,1,0,0,0,0
HHS Regions,Region 9,2016,46,254,1,59,0,0,4,0,0
HHS Regions,Region 10,2016,46,144,0,41,0,0,2,0,0
HHS Regions,Region 1,2016,47,18,0,1,0,0,0,1,0
HHS Regions,Region 2,2016,47,60,0,14,2,2,0,0,0
HHS Regions,Region 3,2016,47,156,1,12,3,3,1,0,0
HHS Regions,Region 4,2016,47,182,1,12,1,5,0,0,0
HHS Regions,Region 5,2016,47,185,0,11,2,0,1,0,0
HHS Regions,Region 6,2016,47,64,0,6,0,0,0,1,0
HHS Regions,Region 7,2016,47,22,0,5,0,0,0,0,0
HHS Regions,Region 8,2016,47,41,1,19,1,0,0,0,0
HHS Regions,Region 9,2016,47,232,1,52,7,0,2,1,0
HHS Regions,Region 10,2016,47,123,0,25,0,0,0,0,0
HHS Regions,Region 1,2016,48,29,0,16,0,0,0,0,0
HHS Regions,Region 2,2016,48,81,0,15,0,2,2,0,0
HHS Regions,Region 3,2016,48,237,1,38,5,2,0,3,0
HHS Regions,Region 4,2016,48,274,1,36,1,11,0,1,0
HHS Regions,Region 5,2016,48,307,1,22,1,0,9,1,0
HHS Regions,Region 6,2016,48,112,2,5,0,1,0,0,0
HHS Regions,Region 7,2016,48,46,0,12,0,0,0,0,0
HHS Regions,Region 8,2016,48,79,0,31,1,0,0,0,0
HHS Regions,Region 9,2016,48,351,6,98,3,1,5,0,0
HHS Regions,Region 10,2016,48,177,1,32,0,0,1,0,0
HHS Regions,Region 1,2016,49,53,0,24,0,0,0,1,0
HHS Regions,Region 2,2016,49,78,0,23,0,1,0,0,0
HHS Regions,Region 3,2016,49,315,3,86,0,0,3,2,0
HHS Regions,Region 4,2016,49,245,1,40,0,2,2,2,0
HHS Regions,Region 5,2016,49,369,1,49,0,3,6,1,0
HHS Regions,Region 6,2016,49,115,1,18,0,0,0,0,0
HHS Regions,Region 7,2016,49,41,1,11,0,0,1,0,0
HHS Regions,Region 8,2016,49,79,1,46,1,0,0,0,0
HHS Regions,Region 9,2016,49,396,4,132,2,0,6,1,0
HHS Regions,Region 10,2016,49,145,0,28,0,0,0,0,0
HHS Regions,Region 1,2016,50,52,5,24,0,0,0,1,0
HHS Regions,Region 2,2016,50,87,1,33,0,2,0,1,0
HHS Regions,Region 3,2016,50,361,0,123,0,0,5,2,0
HHS Regions,Region 4,2016,50,269,1,46,2,9,4,2,0
HHS Regions,Region 5,2016,50,410,3,90,0,4,6,2,0
HHS Regions,Region 6,2016,50,154,2,27,0,2,4,1,0
HHS Regions,Region 7,2016,50,58,2,21,0,0,1,2,0
HHS Regions,Region 8,2016,50,122,1,86,1,0,1,2,0
HHS Regions,Region 9,2016,50,492,2,181,6,1,5,3,0
HHS Regions,Region 10,2016,50,184,0,79,0,0,0,0,0
HHS Regions,Region 1,2016,51,72,7,44,0,3,1,0,0
HHS Regions,Region 2,2016,51,101,0,48,1,2,0,2,0
HHS Regions,Region 3,2016,51,333,3,107,1,0,4,3,0
HHS Regions,Region 4,2016,51,323,3,86,0,6,11,5,0
HHS Regions,Region 5,2016,51,484,4,136,1,4,13,8,0
HHS Regions,Region 6,2016,51,99,1,24,0,0,1,1,0
HHS Regions,Region 7,2016,51,80,2,39,3,1,1,5,0
HHS Regions,Region 8,2016,51,148,0,105,1,0,3,3,0
HHS Regions,Region 9,2016,51,499,5,227,3,1,0,0,0
HHS Regions,Region 10,2016,51,271,0,137,1,0,3,0,0
HHS Regions,Region 1,2016,52,111,3,85,0,0,3,3,0
HHS Regions,Region 2,2016,52,129,0,66,7,1,1,2,0
HHS Regions,Region 3,2016,52,448,2,198,0,4,5,7,0
HHS Regions,Region 4,2016,52,292,3,97,1,5,10,3,0
HHS Regions,Region 5,2016,52,504,2,162,2,2,23,5,0
HHS Regions,Region 6,2016,52,116,3,33,0,3,1,0,0
HHS Regions,Region 7,2016,52,125,0,75,2,0,4,5,0
HHS Regions,Region 8,2016,52,212,1,157,1,0,3,5,0
HHS Regions,Region 9,2016,52,850,11,487,14,2,7,2,0
HHS Regions,Region 10,2016,52,341,2,186,2,1,0,1,0
HHS Regions,Region 1,2017,1,158,4,115,0,2,1,4,0
HHS Regions,Region 2,2017,1,169,0,83,2,3,0,2,0
HHS Regions,Region 3,2017,1,568,6,247,0,6,4,17,0
HHS Regions,Region 4,2017,1,343,4,112,2,6,7,4,0
HHS Regions,Region 5,2017,1,477,8,166,1,0,20,11,0
HHS Regions,Region 6,2017,1,147,6,35,0,2,0,5,0
HHS Regions,Region 7,2017,1,117,1,55,0,0,5,3,0
HHS Regions,Region 8,2017,1,218,1,149,0,0,3,2,0
HHS Regions,Region 9,2017,1,1121,10,702,9,3,5,2,0
HHS Regions,Region 10,2017,1,366,1,206,0,2,0,0,0
HHS Regions,Region 1,2017,2,184,1,130,0,1,5,5,0
HHS Regions,Region 2,2017,2,178,1,81,2,0,1,0,0
HHS Regions,Region 3,2017,2,477,5,245,1,3,3,11,0
HHS Regions,Region 4,2017,2,450,4,180,3,11,4,6,0
HHS Regions,Region 5,2017,2,558,7,213,4,2,16,13,0
HHS Regions,Region 6,2017,2,204,3,72,0,9,1,9,0
HHS Regions,Region 7,2017,2,201,2,110,1,1,6,10,0
HHS Regions,Region 8,2017,2,289,1,180,2,0,8,3,0
HHS Regions,Region 9,2017,2,1153,17,570,17,7,3,5,0
HHS Regions,Region 10,2017,2,375,1,221,2,1,0,2,0
HHS Regions,Region 1,2017,3,235,1,175,0,1,1,13,0
HHS Regions,Region 2,2017,3,193,0,94,1,5,2,2,0
HHS Regions,Region 3,2017,3,551,3,294,1,4,1,19,0
HHS Regions,Region 4,2017,3,512,10,222,2,14,17,7,0
HHS Regions,Region 5,2017,3,637,7,311,3,3,14,22,0
HHS Regions,Region 6,2017,3,199,9,87,0,7,1,3,0
HHS Regions,Region 7,2017,3,175,2,97,2,1,12,5,0
HHS Regions,Region 8,2017,3,261,3,174,1,0,8,11,0
HHS Regions,Region 9,2017,3,935,11,455,19,3,0,3,0
HHS Regions,Region 10,2017,3,334,3,170,0,3,1,5,0
HHS Regions,Region 1,2017,4,241,0,190,0,0,3,5,0
HHS Regions,Region 2,2017,4,211,0,114,1,2,1,3,0
HHS Regions,Region 3,2017,4,612,4,318,0,10,9,16,0
HHS Regions,Region 4,2017,4,473,8,198,2,10,15,7,0
HHS Regions,Region 5,2017,4,729,6,353,1,0,20,22,0
HHS Regions,Region 6,2017,4,280,5,120,1,4,1,16,0
HHS Regions,Region 7,2017,4,198,1,124,5,2,6,9,0
HHS Regions,Region 8,2017,4,232,4,135,0,2,5,14,0
HHS Regions,Region 9,2017,4,828,13,446,16,6,1,6,0
HHS Regions,Region 10,2017,4,393,1,209,3,4,0,2,0
HHS Regions,Region 1,2017,5,195,2,141,0,8,1,3,0
HHS Regions,Region 2,2017,5,208,0,107,1,12,2,2,0
HHS Regions,Region 3,2017,5,566,6,275,1,8,10,29,0
HHS Regions,Region 4,2017,5,513,5,225,3,10,18,8,0
HHS Regions,Region 5,2017,5,795,6,384,3,2,20,32,0
HHS Regions,Region 6,2017,5,311,2,132,2,4,2,9,0
HHS Regions,Region 7,2017,5,191,2,107,4,1,9,13,0
HHS Regions,Region 8,2017,5,386,3,188,2,2,9,37,0
HHS Regions,Region 9,2017,5,709,16,327,10,6,4,5,0
HHS Regions,Region 10,2017,5,377,1,210,2,5,1,2,0
HHS Regions,Region 1,2017,6,142,0,87,0,6,1,3,0
HHS Regions,Region 2,2017,6,121,0,76,0,5,0,1,0
HHS Regions,Region 3,2017,6,487,2,264,0,3,4,14,0
HHS Regions,Region 4,2017,6,282,7,121,1,7,5,6,0
HHS Regions,Region 5,2017,6,599,4,240,17,17,17,41,0
HHS Regions,Region 6,2017,6,204,1,108,0,3,2,7,0
HHS Regions,Region 7,2017,6,158,3,50,42,0,10,9,0
HHS Regions,Region 8,2017,6,286,4,155,1,1,2,29,0
HHS Regions,Region 9,2017,6,482,9,243,7,4,2,1,0
HHS Regions,Region 10,2017,6,157,0,86,0,2,1,1,0
